"id","ra","dec","nvote","p_e","p_s","type","class"
587725550661665024,"08:30:18.39","+51:09:40.2",33,0.124,0.876,"S","EDGE"
587725551199846528,"08:40:26.76","+53:38:31.4",29,0.128,0.798,"S","CW"
587725551199846528,"08:40:40.40","+53:46:39.4",35,0.054,0.824,"U","U"
587725551200174336,"08:43:35.83","+54:24:14.5",40,0.036,0.964,"S","EDGE"
587725551734817024,"08:20:40.07","+50:40:11.3",53,0.088,0.839,"S","EDGE"
587725552272015488,"08:20:33.62","+51:30:35.8",22,0.284,0.661,"U","U"
587725552272015488,"08:21:14.36","+51:28:02.7",27,0.39,0.262,"U","U"
587725552272015488,"08:21:31.53","+51:23:55.0",32,0.087,0.638,"U","U"
587725552273129728,"08:31:07.61","+53:32:50.0",55,0.367,0.52,"U","U"
587725552273129728,"08:31:32.85","+53:30:19.4",22,0.175,0.825,"S","EDGE"
587725552273129728,"08:31:51.46","+53:25:49.7",56,0.893,0.018,"E","E6"
587725552273129728,"08:32:16.14","+53:28:54.7",25,0.146,0.854,"S","CW"
587725773996491008,"08:05:44.30","+46:01:28.0",18,0.054,0.946,"S","EDGE"
587725773998063744,"08:17:44.62","+48:58:18.5",33,0.589,0.075,"U","U"
587725774533820672,"08:06:28.86","+47:04:49.2",29,0.121,0.835,"S","CW"
587725774533820672,"08:06:56.51","+47:06:03.2",47,0.709,0.136,"U","U"
587725774534541568,"08:12:04.21","+48:27:55.7",34,0.527,0.382,"U","U"
587725774534541568,"08:12:52.70","+48:27:19.7",37,0.058,0.859,"S","ACW"
587725774534541568,"08:13:01.47","+48:27:57.1",53,0.669,0.206,"U","U"
587725775071805440,"08:13:10.64","+49:23:22.8",23,0.652,0.043,"U","U"
587725775071805568,"08:12:40.10","+49:27:19.8",49,0.568,0.309,"U","U"
587725775071805568,"08:12:46.86","+49:26:43.7",31,0.084,0.916,"S","EDGE"
587725980687597696,"08:16:35.08","+49:36:27.0",30,0.227,0.568,"U","U"
587725980687597696,"08:16:52.67","+49:38:32.2",38,0.84,0.081,"U","U"
587725980687597696,"08:17:02.77","+49:31:29.4",54,0.411,0.292,"U","U"
587725980689891456,"08:38:11.89","+53:44:28.5",35,0.076,0.787,"S","EDGE"
587725980689891456,"08:38:27.43","+53:44:23.2",30,0.06,0.831,"U","U"
587725980690940032,"08:48:50.93","+55:35:25.6",38,0.675,0.099,"U","U"
587725980690940032,"08:49:41.75","+55:26:50.6",52,0.154,0.76,"U","U"
587725981225713792,"08:25:37.17","+52:08:29.7",30,0.544,0.384,"U","U"
587725981225713792,"08:25:42.60","+52:08:25.0",22,0.044,0.809,"S","CW"
587725981225713792,"08:25:49.11","+52:01:21.3",61,0.278,0.646,"S","EDGE"
587725981225713792,"08:25:49.78","+52:01:03.3",50,0.602,0.376,"U","U"
587725981225713792,"08:26:01.82","+52:02:18.1",23,0.459,0.541,"U","U"
587725981226041600,"08:28:39.21","+52:46:48.1",28,0.89,0.039,"E","E0"
587725981227942016,"08:48:11.13","+55:55:18.5",22,0.241,0.681,"U","U"
587725981227942016,"08:48:50.65","+55:58:51.9",31,0.935,0.032,"E","E0"
587725981228269824,"08:52:27.49","+56:34:01.0",34,0.676,0.118,"U","U"
587726032764141952,"08:45:10.38","+01:39:06.0",31,0.484,0.355,"U","U"
587726032764535296,"08:49:06.79","+01:33:56.5",57,0.325,0.527,"U","U"
587727865646350720,"08:09:53.02","+40:22:33.5",25,0.4,0.6,"U","U"
587727865646350720,"08:09:57.38","+40:21:50.8",28,0.208,0.679,"U","U"
587727866183614720,"08:10:44.61","+41:16:02.4",31,0.032,0.968,"S","EDGE"
587727866183614720,"08:11:15.57","+41:17:15.6",29,0.229,0.698,"U","U"
587727866719830144,"08:03:59.62","+40:18:48.7",33,0.199,0.636,"U","U"
587727866719830144,"08:04:22.52","+40:15:29.3",56,0.686,0.131,"U","U"
587727943488897280,"08:45:04.84","+01:24:05.1",37,0.462,0.455,"U","U"
587727944562639232,"08:45:26.14","+02:09:01.9",59,0.973,0.027,"E","E5"
587728665043468288,"08:26:21.18","+44:44:14.4",33,0.394,0.424,"U","U"
587728665579946240,"08:21:01.48","+44:22:39.5",27,0.333,0.667,"U","U"
587728665579946240,"08:21:15.92","+44:19:58.8",28,0.058,0.832,"S","EDGE"
587728665579946240,"08:21:16.38","+44:21:52.9",30,0.542,0.458,"U","U"
587728666116030720,"08:13:08.56","+43:12:44.1",54,0.541,0.068,"U","U"
587728666116030720,"08:13:19.84","+43:21:09.3",21,0.248,0.542,"U","U"
587728666116030720,"08:13:24.87","+43:15:26.1",56,0.036,0.941,"S","EDGE"
587728666116030720,"08:13:34.74","+43:18:11.7",24,0.669,0.237,"U","U"
587728666116030720,"08:13:43.01","+43:13:08.0",61,0.049,0.934,"S","ACW"
587728666652442752,"08:08:00.57","+42:37:56.1",26,0.187,0.813,"U","U"
587728666653950208,"08:20:42.12","+45:18:19.3",36,0.152,0.739,"U","U"
587728666653950336,"08:20:31.07","+45:21:06.3",59,0.08,0.79,"U","U"
587728669878845696,"08:04:22.68","+40:38:55.9",28,0,0.071,"U","U"
587728670418075904,"08:20:52.45","+45:14:42.8",31,0.71,0.194,"U","U"
587728670418075904,"08:21:05.24","+45:10:00.3",28,0.681,0.281,"U","U"
587728670418075904,"08:21:14.45","+45:06:54.2",41,0.104,0.869,"S","EDGE"
587728670419386624,"08:32:09.33","+47:25:38.2",55,0.109,0.891,"S","ACW"
587728880330146048,"08:43:52.19","+03:01:28.7",53,0.14,0.77,"S","EDGE"
587728906638918016,"08:04:41.59","+38:05:25.0",24,0.055,0.849,"S","CW"
587728931340484736,"08:35:55.97","+43:47:01.0",37,0.361,0.537,"U","U"
587728931340484736,"08:36:03.08","+43:48:26.5",62,0.046,0.893,"S","ACW"
587728931875782912,"08:20:35.43","+41:36:51.6",27,0.568,0.393,"U","U"
587728931878338688,"08:43:06.80","+45:44:28.9",26,0,1,"S","EDGE"
587728931879256192,"08:51:18.28","+47:13:29.3",55,0.053,0.756,"U","U"
587728931879256192,"08:51:44.07","+47:13:09.9",12,0.293,0.707,"S","EDGE"
587728932412260480,"08:15:46.50","+41:08:59.6",21,0.768,0.166,"U","U"
587728932412260480,"08:15:55.38","+41:04:08.4",67,0.284,0.68,"S","EDGE"
587728932412260480,"08:16:06.87","+41:11:00.2",22,0,0.773,"U","U"
587728932415143936,"08:40:09.19","+45:57:58.1",35,0.2,0.614,"U","U"
587728932415471744,"08:43:15.93","+46:27:54.3",61,0.041,0.938,"S","EDGE"
587728932415471744,"08:43:22.18","+46:32:19.5",51,0.015,0.944,"S","ACW"
587728932415471744,"08:43:29.81","+46:31:14.7",26,0.038,0.885,"S","CW"
587728932415471744,"08:44:05.40","+46:24:43.5",65,0.026,0.958,"S","EDGE"
587729387136090368,"08:27:27.22","+42:30:37.8",26,0.652,0.271,"U","U"
587729387136090368,"08:27:44.05","+42:31:08.5",47,0.531,0.278,"U","U"
587729387136090368,"08:27:45.57","+42:32:34.5",34,0.37,0.63,"S","EDGE"
587729387402821888,"08:13:39.72","+39:40:21.0",26,0.243,0.705,"S","EDGE"
587729387402821888,"08:13:42.61","+39:38:37.2",61,0.04,0.96,"S","ACW"
587729387402821888,"08:13:44.50","+39:37:57.3",30,0.282,0.718,"S","EDGE"
587729387672240384,"08:19:51.95","+41:37:22.3",31,0.162,0.838,"S","EDGE"
587731520666075392,"08:30:11.51","+36:37:18.7",27,0.309,0.691,"U","U"
587731520666075392,"08:30:34.34","+36:30:38.6",23,0.565,0.435,"U","U"
587731520666075392,"08:30:41.44","+36:34:32.8",24,0.062,0.843,"U","U"
587731520668172672,"08:48:49.07","+39:43:12.9",33,0.106,0.781,"U","U"
587731520668631168,"08:52:37.32","+40:29:51.5",79,0.246,0.372,"U","U"
587731520668631168,"08:52:37.96","+40:33:20.0",46,0.231,0.486,"U","U"
587731521202880768,"08:28:19.85","+36:50:53.2",23,0.24,0.76,"U","U"
587731521202880768,"08:28:28.14","+36:49:18.3",24,0.778,0.222,"U","U"
587731521205829760,"08:53:54.90","+41:20:24.2",27,0,1,"S","CW"
587731521205829760,"08:54:20.17","+41:23:18.6",45,0.028,0.918,"S","EDGE"
587731521736933760,"08:05:22.59","+32:33:14.9",56,0.794,0.169,"U","U"
587731521737720064,"08:10:44.53","+33:46:40.2",20,0.512,0.382,"U","U"
587731521737720064,"08:11:08.48","+33:50:53.1",38,0.491,0.345,"U","U"
587731521737720064,"08:11:10.52","+33:40:57.7",27,0.666,0.191,"U","U"
587731521737720064,"08:11:25.90","+33:43:56.3",32,0.806,0.126,"U","U"
587731521738768640,"08:18:50.91","+35:32:47.7",43,0.09,0.733,"U","U"
587731521738768640,"08:18:55.20","+35:36:05.9",33,0.365,0.635,"S","ACW"
587731521738768640,"08:19:04.75","+35:36:33.2",22,0.4,0.6,"U","U"
587731521738768640,"08:19:35.87","+35:30:20.9",31,0.672,0.228,"U","U"
587731521739555072,"08:25:09.73","+36:50:17.5",66,0.067,0.603,"U","U"
587731521739555072,"08:25:27.11","+36:51:48.9",29,0.77,0.195,"U","U"
587731521739555072,"08:25:37.51","+36:45:22.0",54,0.026,0.837,"S","EDGE"
587731521739555072,"08:25:40.65","+36:49:06.1",24,0.302,0.698,"U","U"
587731521739555072,"08:25:46.96","+36:41:47.7",21,0.667,0.048,"U","U"
587731521739620608,"08:25:41.91","+36:55:38.7",53,0.109,0.872,"S","ACW"
587731521739620608,"08:25:45.02","+36:54:30.5",69,0.046,0.954,"S","CW"
587731521739620608,"08:26:11.20","+36:49:49.7",60,0.233,0.533,"U","U"
587731521739620608,"08:26:19.20","+36:52:26.9",58,0.225,0.618,"U","U"
587731521741193472,"08:39:51.72","+39:19:05.4",64,0.083,0.881,"S","CW"
587731521742242048,"08:48:30.17","+41:01:10.5",28,0.054,0.896,"S","CW"
587731521742242048,"08:48:36.79","+41:00:46.4",50,0.254,0.512,"U","U"
587731521742242048,"08:48:44.69","+41:00:00.0",36,0.478,0.273,"U","U"
587731521742242048,"08:48:49.22","+40:59:24.8",29,0.245,0.565,"U","U"
587731522274525568,"08:09:25.39","+33:58:15.9",40,0.086,0.798,"S","ACW"
587731522275246336,"08:14:10.46","+35:11:21.8",35,0.714,0.029,"U","U"
587731522275246336,"08:14:32.27","+35:14:11.5",30,0.52,0.48,"S","CW"
587731522275246336,"08:14:44.50","+35:09:26.1",66,0.118,0.823,"S","EDGE"
587731522275770752,"08:18:39.92","+36:05:13.4",25,0.406,0.492,"U","U"
587731522275770752,"08:18:42.36","+36:04:09.7",32,0.656,0.062,"U","U"
587731679043649792,"08:45:34.57","+39:09:04.7",30,0.515,0.275,"U","U"
587731679043649792,"08:45:38.11","+39:04:28.1",26,0.032,0.968,"S","EDGE"
587731680112345472,"08:02:47.86","+31:41:36.1",51,0.256,0.372,"U","U"
587731680113000704,"08:07:27.17","+32:43:49.0",30,0.017,0.911,"S","EDGE"
587731680114573568,"08:19:12.96","+35:20:54.5",34,0.254,0.687,"U","U"
587731680117588224,"08:44:53.23","+40:00:07.7",15,0.386,0.614,"U","U"
587731680117588224,"08:45:00.56","+40:01:39.4",61,0.644,0.29,"U","U"
587731680652034432,"08:23:17.60","+36:32:53.2",61,0.216,0.784,"S","EDGE"
587731680652361856,"08:25:20.22","+37:00:32.6",54,0.759,0.093,"U","U"
587731680652361856,"08:25:24.06","+36:59:09.9",31,0.025,0.975,"S","ACW"
587731680652361856,"08:25:30.98","+37:02:08.7",28,0.547,0.415,"U","U"
587731680652361856,"08:25:45.84","+37:05:29.9",30,0.026,0.974,"S","CW"
587731681188118784,"08:14:54.07","+35:39:20.6",68,0.229,0.753,"U","U"
587731681188118784,"08:15:02.50","+35:31:13.3",39,0.131,0.557,"U","U"
587731681188118784,"08:15:12.63","+35:37:41.9",40,0.652,0.32,"U","U"
587731681188118784,"08:15:30.09","+35:34:19.4",27,0.253,0.686,"S","ACW"
587731681188118784,"08:15:36.40","+35:33:30.5",24,0.071,0.752,"U","U"
587731681188905216,"08:21:03.09","+36:52:45.5",36,0.447,0.553,"S","EDGE"
587731681188905216,"08:21:19.18","+36:53:07.2",30,0.093,0.837,"U","U"
587731681188905216,"08:21:32.84","+36:49:39.2",32,0.125,0.875,"S","CW"
587731681189232768,"08:23:56.67","+37:24:26.4",31,0,1,"S","ACW"
587731681189953792,"08:30:25.76","+38:28:12.3",24,0.343,0.605,"U","U"
587731872316063872,"08:31:24.41","+39:11:04.4",28,0.013,0.878,"S","ACW"
587731872316588032,"08:35:56.91","+40:01:41.8",23,0.164,0.722,"U","U"
587731872852345088,"08:25:09.46","+38:25:17.1",24,0.009,0.991,"S","ACW"
587731872852934912,"08:29:41.11","+39:24:02.8",37,0.063,0.937,"S","CW"
587731872853524736,"08:34:57.10","+40:27:39.6",32,0.707,0.199,"U","U"
587731873389740288,"08:27:49.05","+39:36:06.6",26,0.282,0.113,"U","U"
587731873389740288,"08:28:17.31","+39:38:28.1",28,0.047,0.873,"U","U"
587731873390330112,"08:33:00.88","+40:35:49.8",56,0.034,0.947,"S","EDGE"
587731873390330112,"08:33:24.56","+40:33:32.7",54,0.138,0.748,"U","U"
587731873390395648,"08:33:32.75","+40:41:50.5",27,1,0,"E","E1"
587731873390395648,"08:33:42.54","+40:35:38.6",24,0.107,0.893,"S","EDGE"
587731873390395648,"08:33:44.93","+40:39:04.3",58,0.035,0.965,"S","EDGE"
587731873390395648,"08:33:52.29","+40:41:16.4",41,0.261,0.642,"U","U"
587731873927201152,"08:31:45.52","+40:50:02.9",68,0.75,0.191,"U","U"
587731874464137472,"08:30:15.77","+41:18:33.4",65,0.066,0.913,"S","EDGE"
587731874464137472,"08:30:20.12","+41:14:30.8",29,0.436,0.448,"U","U"
587731874464137472,"08:30:27.08","+41:11:13.7",27,0.166,0.796,"S","EDGE"
587731885734363520,"08:05:57.06","+33:53:08.2",34,0.176,0.765,"U","U"
587731885734363520,"08:06:19.24","+33:52:55.3",30,0.057,0.943,"S","CW"
587731885734887808,"08:09:38.42","+34:53:20.5",53,0.49,0.49,"S","EDGE"
587731885734887808,"08:09:55.61","+34:50:01.8",32,0.922,0.078,"E","E1"
587731886271889792,"08:09:07.95","+35:13:14.5",29,0.463,0.463,"U","U"
587731886271889792,"08:09:08.12","+35:22:38.0",49,0.124,0.702,"U","U"
587731886272741632,"08:15:13.42","+36:46:35.6",36,0.014,0.818,"S","EDGE"
587731886272741632,"08:15:31.12","+36:47:55.7",21,0.672,0.231,"U","U"
587731886272741632,"08:15:36.35","+36:45:54.0",27,0.926,0,"E","E5"
587731886272741632,"08:15:37.24","+36:39:45.6",30,0.135,0.613,"U","U"
587731886272741632,"08:15:39.54","+36:41:30.3",19,0.737,0,"U","U"
587731886272741632,"08:15:46.91","+36:40:58.7",23,0.652,0.13,"U","U"
587731886275362944,"08:36:38.24","+40:59:44.3",60,0.933,0.05,"E","E5"
587731886276018432,"08:42:31.62","+42:06:55.7",34,0.049,0.912,"S","EDGE"
587731886276018432,"08:42:48.85","+42:06:07.0",63,0.146,0.76,"S","ACW"
587731886810726528,"08:22:34.08","+38:52:01.4",61,0.764,0.102,"U","U"
587731886810726528,"08:22:43.39","+38:54:43.9",28,0.841,0.051,"E","E1"
587731886810726528,"08:22:56.40","+38:45:06.7",31,0.084,0.497,"U","U"
587731886812037504,"08:33:55.31","+41:03:03.6",37,0.018,0.928,"S","ACW"
587731886812102912,"08:34:20.29","+41:10:33.2",49,0.05,0.762,"U","U"
587731886812102912,"08:34:33.49","+41:06:07.6",40,0.948,0.027,"E","E7"
587731886812168192,"08:34:24.23","+41:16:02.5",52,0.134,0.847,"S","ACW"
587732048940237056,"08:38:01.88","+40:52:40.6",34,0.774,0.163,"U","U"
