"id","ra","dec","nvote","p_e","p_s","type","class"
587737809564926336,"07:32:31.14","+40:51:13.6",32,0.038,0.962,"S","ACW"
587737809564926336,"07:32:37.69","+40:43:33.4",23,0.031,0.969,"S","CW"
587737809565385216,"07:35:03.39","+41:48:03.5",29,0.907,0.058,"E","E0"
587737809567154688,"07:45:50.55","+45:10:45.4",27,0.769,0.155,"U","U"
587737809567547776,"07:48:33.63","+46:05:14.6",32,0.184,0.589,"U","U"
587737809567744384,"07:49:06.13","+46:31:26.1",32,0.265,0.627,"U","U"
587737810101338752,"07:27:45.62","+40:06:05.1",46,0.08,0.89,"S","CW"
587737810101928320,"07:31:04.63","+41:14:28.3",36,0.09,0.91,"S","ACW"
587737810640437376,"07:38:58.01","+44:44:26.4",35,0.301,0.512,"U","U"
587737810640437376,"07:39:07.90","+44:45:13.8",35,0.535,0.151,"U","U"
587737825137000960,"07:53:59.18","+45:48:52.6",27,0.098,0.902,"U","U"
587737825670857088,"07:33:54.55","+39:59:39.4",44,0.436,0.2,"U","U"
587737825670857088,"07:34:05.86","+40:00:12.2",33,0.275,0.658,"S","EDGE"
587737825670857088,"07:34:26.49","+40:01:29.7",67,0.128,0.637,"U","U"
587737825674264832,"07:54:24.74","+46:51:23.1",57,0.237,0.613,"U","U"
587737825674592512,"07:57:04.51","+47:28:57.8",39,0.608,0.211,"U","U"
587737825674592512,"07:57:13.57","+47:31:22.9",26,0.165,0.835,"S","EDGE"
587737825674592512,"07:57:16.37","+47:32:15.5",23,0.201,0.753,"U","U"
587737825674592512,"07:57:25.53","+47:24:21.7",32,0.294,0.656,"S","EDGE"
587737825674592512,"07:57:32.77","+47:28:01.8",22,0.873,0.08,"U","U"
587737826207007104,"07:28:03.60","+38:44:14.6",34,0.21,0.676,"S","EDGE"
587737826207007104,"07:28:10.43","+38:40:38.5",30,0.584,0.34,"U","U"
587737826207007104,"07:28:25.98","+38:38:24.4",24,0.018,0.938,"S","EDGE"
587737826207072896,"07:28:48.49","+38:47:12.5",27,0.058,0.902,"S","ACW"
587737826207203840,"07:30:00.01","+39:06:00.8",23,0.125,0.875,"S","ACW"
587737826211332480,"07:53:58.01","+47:31:08.3",24,0.188,0.598,"U","U"
587737826211987840,"07:58:41.21","+48:45:17.8",26,0.776,0.107,"E","E0"
587737826211987840,"07:58:47.35","+48:44:38.3",28,0.786,0.143,"U","U"
587737826211987840,"07:59:04.95","+48:44:38.6",67,0.571,0.367,"U","U"
587737826212446464,"08:01:44.59","+49:42:03.9",27,0.04,0.919,"S","EDGE"
587737826743943808,"07:27:24.55","+39:02:44.1",36,0.121,0.316,"U","U"
587737826746564992,"07:41:06.31","+44:21:37.6",27,0.567,0.392,"U","U"
587737826746564992,"07:41:28.48","+44:24:31.7",39,0.974,0.026,"E","E3"
587737826746564992,"07:41:34.64","+44:22:44.0",53,0.451,0.391,"U","U"
587737826747285632,"07:45:33.53","+45:46:20.4",64,0.547,0.406,"U","U"
587737826747285632,"07:46:07.70","+45:42:48.5",39,0.503,0.471,"U","U"
587737827280748800,"07:25:05.78","+39:03:17.6",35,0.167,0.756,"U","U"
587737827281142144,"07:26:41.18","+39:49:20.6",25,0,1,"S","ACW"
587737827281142144,"07:26:46.14","+39:52:49.6",44,0.09,0.768,"S","EDGE"
587737827282452736,"07:33:09.07","+42:34:40.4",34,0.706,0.085,"U","U"
587737827282452736,"07:33:51.34","+42:29:41.6",40,0,0.975,"S","EDGE"
587737827284156800,"07:43:53.81","+46:05:30.3",63,0.782,0.105,"E","E1"
587737827284156800,"07:43:57.19","+46:01:02.7",23,0.228,0.772,"S","EDGE"
587737827284156800,"07:44:05.17","+46:00:10.2",22,0,0.955,"S","ACW"
587737827286450432,"07:59:39.88","+50:37:46.6",34,0.025,0.944,"S","CW"
587738065653203456,"07:38:43.25","+44:47:04.1",23,0.023,0.826,"S","CW"
587738065655431552,"07:52:23.71","+49:25:41.1",53,0.695,0.191,"U","U"
587738066188501504,"07:28:37.98","+41:39:12.7",50,0.03,0.923,"S","EDGE"
587738066192367872,"07:50:39.28","+49:35:33.9",51,0.255,0.51,"U","U"
587738066192367872,"07:50:48.78","+49:36:59.4",35,0.646,0.223,"U","U"
587738066193875328,"08:01:27.82","+52:44:14.9",31,0.491,0.113,"U","U"
587738066193875328,"08:01:42.87","+52:43:15.0",52,0.074,0.905,"S","CW"
587738066725044608,"07:24:30.86","+41:18:17.8",65,0.216,0.261,"U","U"
587738066725044608,"07:24:59.86","+41:12:41.3",60,0.015,0.985,"S","EDGE"
587738066725044608,"07:25:10.23","+41:14:09.9",50,0.408,0.592,"S","EDGE"
587738066726945152,"07:34:49.86","+45:10:42.7",22,0.089,0.911,"S","EDGE"
587738066727600512,"07:39:00.00","+46:30:53.8",37,0.019,0.981,"S","ACW"
587738066729238912,"07:48:08.21","+49:57:09.8",25,0.146,0.632,"U","U"
587738066729238912,"07:48:35.53","+49:53:31.8",30,0.054,0.946,"S","CW"
587738066729238912,"07:48:48.04","+49:49:27.3",27,0.625,0.298,"U","U"
587738066729238912,"07:49:10.89","+49:51:04.6",26,0.043,0.915,"S","ACW"
587738066730287488,"07:55:29.38","+52:00:37.9",55,0.097,0.903,"S","EDGE"
587738066730287488,"07:55:38.74","+51:59:02.4",31,0.667,0.266,"U","U"
587738066730287488,"07:55:49.24","+51:56:36.6",48,0,0.979,"S","ACW"
587738066730287488,"07:56:02.04","+51:59:05.4",29,0.227,0.727,"S","ACW"
587738066730615168,"07:57:51.35","+52:40:17.8",30,0.139,0.861,"U","U"
587738066730615168,"07:57:58.66","+52:38:16.7",30,0.3,0.033,"U","U"
587738067262243328,"07:24:10.96","+42:04:51.1",27,0.048,0.855,"S","CW"
587738067262243328,"07:24:11.24","+42:01:12.5",53,0.081,0.849,"U","U"
587738067263488512,"07:30:36.17","+44:36:35.2",27,0.118,0.739,"U","U"
587738067263488512,"07:30:58.20","+44:41:16.3",28,0.893,0.107,"E","E4"
587738067265782016,"07:43:46.61","+49:23:16.7",29,0.067,0.933,"S","CW"
587738067265782016,"07:44:05.33","+49:20:34.6",60,0.667,0.256,"U","U"
587738067265782016,"07:44:23.82","+49:23:27.0",35,0.86,0.14,"E","E4"
587738067266437248,"07:47:55.58","+50:41:39.5",25,0.296,0.467,"U","U"
587738067266437248,"07:48:17.38","+50:38:30.3",57,0.104,0.789,"S","EDGE"
587738067266437248,"07:48:25.36","+50:37:37.4",31,0.042,0.958,"S","ACW"
587738067266437248,"07:48:27.27","+50:38:36.9",65,0.846,0.062,"E","E7"
587738067266437248,"07:48:52.70","+50:39:35.7",24,0.029,0.841,"S","ACW"
587738067266568576,"07:49:48.28","+51:00:40.3",54,0.342,0.526,"U","U"
587738067799179904,"07:22:08.90","+42:27:44.6",31,0.774,0.158,"U","U"
587738067801538816,"07:34:21.22","+47:16:17.2",24,0.152,0.746,"U","U"
587738067801538816,"07:34:24.74","+47:15:13.3",22,0.802,0.107,"U","U"
587738067801538816,"07:34:41.01","+47:17:00.3",31,0,0.968,"S","CW"
587738067801538816,"07:35:15.84","+47:10:59.1",22,0.721,0.23,"U","U"
587738067801539072,"07:34:40.64","+47:20:59.6",38,0.065,0.798,"S","ACW"
587738067801669888,"07:35:21.14","+47:33:06.7",37,0.136,0.813,"S","EDGE"
587738067801669888,"07:35:56.03","+47:31:41.1",34,0,0.882,"S","CW"
587738067802063360,"07:37:54.65","+48:27:09.8",36,0.09,0.91,"S","EDGE"
587738067802063360,"07:38:17.16","+48:18:12.8",31,0.167,0.792,"S","EDGE"
587738067802063360,"07:38:24.59","+48:21:55.0",21,0.317,0.354,"U","U"
587738067804225920,"07:52:45.78","+52:43:34.9",21,0.242,0.616,"U","U"
587738195039748480,"07:51:52.60","+49:35:08.8",29,0.015,0.907,"S","ACW"
587738195573145856,"07:29:10.47","+42:36:20.5",45,0.527,0.152,"U","U"
587738195573145856,"07:29:24.21","+42:37:32.8",44,0.857,0.029,"E","E3"
587738195574784384,"07:37:43.33","+45:59:45.0",27,0.095,0.776,"S","EDGE"
587738195574784384,"07:38:05.37","+45:59:51.1",37,0.085,0.834,"S","ACW"
587738195574784384,"07:38:41.52","+45:56:37.2",43,0.023,0.93,"S","CW"
587738195575308416,"07:41:52.92","+47:02:32.3",34,0,0.971,"S","ACW"
587738196110082432,"07:26:54.76","+42:54:27.5",30,0.037,0.89,"S","CW"
587738196110082432,"07:27:39.39","+42:53:53.3",50,0.052,0.88,"S","EDGE"
587738196110082432,"07:27:54.66","+42:51:35.4",37,0.866,0.134,"U","U"
587738196110082432,"07:27:55.35","+42:49:59.3",63,0.694,0.19,"U","U"
587738196110147840,"07:28:02.52","+42:56:18.6",54,0.101,0.878,"S","ACW"
587738196113162240,"07:45:09.16","+49:10:16.3",51,0.103,0.897,"S","EDGE"
587738196113686912,"07:48:41.73","+50:21:35.0",30,0.6,0.333,"U","U"
587738196114341888,"07:52:23.93","+51:36:40.2",58,0.71,0.056,"U","U"
587738196114341888,"07:52:36.67","+51:35:00.3",31,0.873,0.095,"U","U"
587738196647084416,"07:25:39.40","+43:24:23.8",32,0.244,0.506,"U","U"
587738196647084416,"07:25:45.98","+43:20:57.0",61,0.852,0.033,"E","E6"
587738196647084416,"07:26:03.95","+43:22:25.8",29,0.066,0.826,"S","ACW"
587738196647084416,"07:26:38.74","+43:21:22.0",35,0.429,0.542,"U","U"
587738196647477632,"07:27:45.98","+44:08:55.8",42,0.29,0.511,"U","U"
587738196647477632,"07:28:20.61","+44:04:42.5",25,0.269,0.527,"U","U"
587738196647477632,"07:28:36.32","+44:06:15.5",33,0.748,0.128,"U","U"
587738196649050368,"07:36:42.35","+47:26:21.2",38,0.091,0.871,"S","EDGE"
587738196649050368,"07:37:15.32","+47:20:16.6",26,0.383,0.332,"U","U"
587738196649575040,"07:39:53.30","+48:29:12.5",27,0.15,0.749,"U","U"
587738196650229888,"07:43:44.62","+49:52:06.6",29,0.345,0,"U","U"
587738196650229888,"07:43:47.87","+49:50:55.6",35,0.114,0.857,"S","CW"
587738196650230016,"07:43:35.57","+49:51:07.0",28,0.342,0.484,"U","U"
587738196650230016,"07:43:56.22","+49:50:51.1",64,0.105,0.754,"U","U"
587738196650361088,"07:44:30.49","+50:03:16.5",36,0.024,0.976,"S","EDGE"
587738196650361088,"07:45:00.82","+50:02:47.5",36,0.864,0.051,"U","U"
587738196650361088,"07:45:10.72","+50:04:02.5",42,0.013,0.962,"S","CW"
587738196651475072,"07:52:30.43","+52:20:37.8",49,0.918,0,"E","E1"
587738371668312704,"07:51:44.13","+17:43:27.1",57,0.381,0.507,"U","U"
587738371668312704,"07:51:47.24","+17:45:54.7",52,0.928,0.053,"E","E0"
587738371668312704,"07:51:55.42","+17:41:27.9",53,0.718,0.198,"U","U"
587738947193733760,"07:50:06.10","+17:47:07.3",29,0.793,0.138,"U","U"
587738947194585728,"07:56:56.50","+18:59:51.9",53,0.016,0.965,"S","EDGE"
587739114696933632,"07:52:40.32","+16:17:36.9",60,0.117,0.1,"U","U"
587739114696933632,"07:52:41.55","+16:19:50.1",27,0.444,0.556,"U","U"
587739115233804800,"07:51:25.87","+16:36:06.8",26,0.118,0.842,"S","CW"
587739115233804800,"07:51:28.87","+16:42:04.4",30,0.042,0.958,"S","EDGE"
587739115233804800,"07:51:34.62","+16:37:16.7",25,0.021,0.858,"S","EDGE"
587739115233804800,"07:51:37.46","+16:38:08.5",29,0.048,0.868,"U","U"
587739115233869952,"07:51:58.07","+16:44:57.3",54,0,0.981,"S","ACW"
587739115234918784,"08:00:03.48","+18:06:55.7",32,0.021,0.944,"S","ACW"
587739153351901824,"07:49:26.57","+16:14:14.9",45,0.247,0.546,"U","U"
587739153351901824,"07:49:29.87","+16:12:48.4",47,0.325,0.43,"U","U"
587739153351901824,"07:49:47.38","+16:06:20.7",30,0.143,0.728,"U","U"
587739153351901824,"07:49:53.89","+16:06:41.4",32,0,1,"S","ACW"
587739153889165824,"07:51:30.78","+17:03:19.3",59,0.098,0.862,"S","ACW"
587739377227072000,"07:49:13.32","+15:11:02.0",34,0.2,0.748,"S","EDGE"
587739377227072000,"07:49:17.48","+15:14:24.2",49,0.689,0.268,"U","U"
587741420558549632,"07:55:04.26","+13:53:26.4",28,0.321,0.607,"U","U"
587741489813586048,"07:53:37.12","+12:39:28.3",64,0.471,0.238,"U","U"
587741489813586048,"07:53:37.60","+12:39:13.7",43,0.018,0.957,"S","EDGE"
587741489813586048,"07:53:43.00","+12:35:58.9",28,0.235,0.765,"S","EDGE"
587741489813848576,"07:56:00.59","+12:48:07.9",46,0.78,0.176,"E","E5"
587741489814503552,"08:01:27.34","+13:34:18.4",32,0.75,0.125,"U","U"
587741489814503552,"08:01:35.36","+13:30:15.6",31,0.062,0.775,"U","U"
587741490350719744,"07:55:27.94","+13:17:54.8",30,0.022,0.978,"S","EDGE"
587741490350719744,"07:55:39.54","+13:11:58.4",25,0.298,0.542,"U","U"
587741490350719744,"07:55:43.45","+13:10:52.2",30,0.469,0.531,"U","U"
587741533300785920,"07:59:34.63","+14:05:47.9",65,0.639,0.245,"U","U"
587741533300785920,"07:59:37.45","+14:04:30.7",33,0.087,0.88,"S","EDGE"
587741817306350208,"08:02:14.97","+11:52:45.2",15,0.013,0.987,"S","CW"
588007005767401856,"07:44:38.32","+39:13:10.5",23,0.347,0.583,"S","EDGE"
588007005767401856,"07:45:08.21","+39:14:05.9",27,0.031,0.969,"S","CW"
588007005767598336,"07:46:01.02","+39:30:42.5",30,0.013,0.987,"S","EDGE"
588007005767795072,"07:47:05.78","+40:03:02.1",58,0.906,0.094,"E","E7"
588007005767795072,"07:47:51.50","+39:57:48.1",34,0.022,0.919,"S","ACW"
588013382182764928,"07:51:12.41","+25:52:24.4",47,0.145,0.726,"U","U"
588013382721077632,"08:00:11.33","+28:33:10.2",29,0.122,0.878,"S","EDGE"
588013382721077632,"08:00:36.07","+28:32:17.0",73,0.066,0.701,"U","U"
588013382721077632,"08:00:38.11","+28:29:26.7",32,0.715,0.16,"U","U"
588013382721077632,"08:00:39.57","+28:27:59.5",64,0.555,0.38,"U","U"
588013382721077632,"08:00:43.43","+28:32:47.5",37,0.324,0.622,"U","U"
588013382721077632,"08:00:47.58","+28:25:24.3",75,0.853,0.08,"E","E1"
588013383255982208,"07:45:21.97","+25:25:27.8",34,0.004,0.876,"S","EDGE"
588013383257096704,"07:53:18.43","+27:25:25.2",47,0.208,0.742,"U","U"
588013383257620992,"07:56:36.40","+28:19:43.8",25,0.22,0.688,"U","U"
588013383257620992,"07:56:41.82","+28:22:18.7",32,0.02,0.754,"U","U"
588013383257620992,"07:57:07.16","+28:13:14.0",29,0.316,0.684,"S","EDGE"
588013383257620992,"07:57:08.48","+28:15:27.0",31,0.806,0.194,"E","E4"
588013383257620992,"07:57:10.58","+28:11:58.9",29,0.375,0.625,"S","CW"
588013383257948416,"07:58:58.09","+28:45:57.8",29,0.759,0.069,"U","U"
588013383257948416,"07:59:06.62","+28:51:44.5",58,0.683,0.162,"U","U"
588013383795081472,"07:59:40.88","+29:32:57.8",51,0.743,0.158,"U","U"
588013383795081472,"07:59:43.51","+29:33:58.3",28,0.893,0,"E","E7"
588013383795081472,"07:59:53.96","+29:27:54.9",26,0.187,0.813,"S","EDGE"
588015507680395520,"03:17:58.04","-01:09:11.6",37,0.123,0.763,"U","U"
588015507681509504,"03:28:09.22","-01:11:27.2",28,0.194,0.631,"U","U"
588015507681509504,"03:28:13.63","-01:12:18.1",55,0.049,0.715,"U","U"
588015507681706112,"03:29:39.11","-01:05:18.5",25,0.284,0.663,"S","EDGE"
588015507681706112,"03:29:48.76","-01:04:36.1",28,0.857,0.107,"E","E0"
588015507683672320,"03:47:37.88","-01:11:34.9",34,0.808,0.133,"E","E6"
588015507683672320,"03:47:42.28","-01:10:32.8",28,0.679,0.143,"U","U"
588015507683672320,"03:47:49.42","-01:05:13.2",59,0.205,0.653,"U","U"
588015508216021248,"03:06:29.86","-00:48:51.4",37,0.731,0.183,"E","E4"
588015508216021248,"03:06:29.89","-00:37:51.5",32,0.088,0.777,"U","U"
588015508216021248,"03:06:30.20","-00:44:40.6",54,0.049,0.93,"S","EDGE"
588015508216021248,"03:06:34.81","-00:49:34.1",68,0.89,0.036,"E","E0"
588015508220870912,"03:50:37.86","-00:48:23.0",23,0.215,0.692,"U","U"
588015508220870912,"03:51:00.70","-00:40:12.5",23,0.826,0.174,"E","E4"
588015508221067520,"03:52:18.98","-00:46:34.5",53,0.637,0.309,"U","U"
588015508221067520,"03:52:21.74","-00:48:52.8",41,0.118,0.798,"S","EDGE"
588015508221067520,"03:52:45.82","-00:46:50.1",62,0.691,0.286,"U","U"
588015508221067520,"03:52:47.62","-00:49:43.0",33,0.879,0.061,"E","E0"
588015508221198592,"03:53:29.40","-00:46:42.1",25,0.447,0.464,"U","U"
588015508221198592,"03:53:33.73","-00:38:48.5",29,0.512,0.074,"U","U"
588015508221198592,"03:53:37.31","-00:47:47.2",32,0.833,0.041,"E","E2"
588015508751384704,"02:52:25.23","-00:15:07.5",68,0.687,0.187,"U","U"
588015508751384704,"02:52:41.91","-00:18:09.2",66,0.225,0.74,"S","EDGE"
588015508751384704,"02:52:54.54","-00:24:03.9",51,0.035,0.944,"S","CW"
588015508751974528,"02:57:54.99","-00:21:53.4",35,0.743,0.057,"U","U"
588015508754727040,"03:22:53.15","-00:22:46.3",33,0.424,0.303,"U","U"
588015508756234496,"03:36:55.17","-00:22:20.2",38,0.557,0.285,"U","U"
588015508757348480,"03:46:55.72","-00:24:09.6",41,0.134,0.832,"S","CW"
588015508757348480,"03:47:01.93","-00:21:24.6",31,0.748,0.143,"U","U"
588015508757348480,"03:47:13.39","-00:22:20.6",28,0.276,0.379,"U","U"
588015508757348480,"03:47:19.67","-00:21:21.3",30,0.71,0.122,"U","U"
588015508757676288,"03:50:03.34","-00:14:38.6",21,0.051,0.851,"S","EDGE"
588015508757676288,"03:50:06.44","-00:23:14.1",30,0.385,0.485,"U","U"
588015508757676288,"03:50:11.84","-00:14:12.9",58,0.012,0.953,"S","CW"
588015509288845440,"02:58:10.46","+00:10:19.2",24,0.134,0.649,"U","U"
588015509290025088,"03:08:39.80","+00:06:40.9",26,0.042,0.795,"U","U"
588015509290025088,"03:08:40.60","+00:06:38.3",34,0.151,0.501,"U","U"
588015509290025088,"03:08:41.56","+00:02:02.1",29,0.249,0.64,"U","U"
588015509290745984,"03:15:04.87","+00:08:01.0",29,0.732,0.16,"U","U"
588015509290745984,"03:15:20.78","+00:02:18.1",33,0.131,0.757,"S","EDGE"
588015509291139328,"03:19:16.04","+00:12:00.7",34,0.038,0.962,"S","EDGE"
588015509291532544,"03:22:46.15","+00:00:49.1",38,0.535,0.465,"S","EDGE"
588015509291532544,"03:22:47.08","+00:01:38.5",35,0.75,0.25,"U","U"
588015509291532544,"03:22:47.22","+00:08:57.6",59,0.017,0.983,"S","ACW"
588015509291532544,"03:22:51.24","+00:08:22.6",29,0.214,0.673,"U","U"
588015509292187904,"03:28:34.72","+00:10:50.1",31,0.903,0.032,"E","E0"
588015509292187904,"03:28:51.30","+00:11:45.6",37,0.639,0.133,"U","U"
588015509292580992,"03:31:55.54","+00:05:49.1",30,0.031,0.935,"S","CW"
588015509292580992,"03:31:59.55","+00:10:51.5",30,0.047,0.14,"U","U"
588015509292580992,"03:32:01.93","+00:08:51.8",26,0.745,0.216,"U","U"
588015509292580992,"03:32:04.85","+00:08:59.6",30,0.687,0.278,"U","U"
588015509292908800,"03:34:59.16","+00:00:02.2",34,0.023,0.817,"S","CW"
588015509292908800,"03:35:05.20","+00:02:25.5",35,0.048,0.917,"S","EDGE"
588015509293695232,"03:42:17.23","+00:09:27.4",64,0.906,0.047,"E","E0"
588015509293760640,"03:42:42.92","+00:10:01.2",28,0.237,0.613,"U","U"
588015509293760640,"03:42:51.59","+00:08:19.6",29,0.27,0.684,"U","U"
588015509294547328,"03:49:51.96","+00:03:34.2",50,0.287,0.407,"U","U"
588015509826109568,"03:01:19.45","+00:29:19.6",47,0.122,0.848,"S","CW"
588015509826109568,"03:01:52.20","+00:25:44.6",29,0.31,0.655,"U","U"
588015509827027072,"03:10:08.00","+00:30:58.1",30,0.145,0.855,"U","U"
588015509827027072,"03:10:15.09","+00:31:57.9",31,0.094,0.862,"S","CW"
588015509828141312,"03:20:19.20","+00:30:05.6",27,0.141,0.692,"U","U"
588015509828534400,"03:23:37.84","+00:27:10.9",30,0.957,0.043,"E","E6"
588015509828534400,"03:23:39.35","+00:26:24.5",43,0.125,0.85,"S","EDGE"
588015509829517568,"03:32:57.13","+00:27:41.0",39,0.755,0.245,"U","U"
588015509829517568,"03:33:00.56","+00:35:37.9",32,0.156,0.844,"U","U"
588015509829517568,"03:33:01.97","+00:31:35.9",62,0.498,0.464,"S","EDGE"
588015509830435072,"03:40:51.90","+00:31:18.5",52,0.112,0.734,"U","U"
588015509830435072,"03:40:57.82","+00:27:46.9",35,0.308,0.573,"U","U"
588015509830435072,"03:40:58.04","+00:32:53.2",33,0.939,0,"E","E2"
588015509830435072,"03:41:13.69","+00:31:28.3",30,0.9,0.1,"E","E2"
588015510361735296,"02:50:15.96","+00:52:16.9",20,0.088,0.858,"S","ACW"
588015510361997440,"02:52:25.25","+00:54:30.5",28,0.851,0.114,"E","E5"
588015510361997440,"02:52:36.87","+01:02:31.9",26,0.54,0.292,"U","U"
588015510363111552,"03:02:46.67","+00:52:07.3",68,0.507,0.298,"U","U"
588015510363111552,"03:02:46.93","+00:55:52.1",60,0.014,0.949,"S","EDGE"
588015510363111552,"03:02:47.59","+00:57:53.0",39,0.067,0.853,"U","U"
588015510363177216,"03:03:24.51","+00:57:14.4",32,0.062,0.871,"S","CW"
588015510363177216,"03:03:26.47","+01:00:06.7",58,0.103,0.726,"U","U"
588015510364029056,"03:11:10.43","+00:58:31.4",69,0.291,0.585,"U","U"
588015510364029056,"03:11:16.44","+00:54:59.9",38,0.784,0.032,"U","U"
588015510364094592,"03:11:58.81","+00:56:18.0",31,0.704,0.194,"U","U"
588015510364160128,"03:12:36.21","+00:55:27.8",55,0.883,0.025,"E","E4"
588015510365339776,"03:23:08.83","+01:01:35.7",51,0.06,0.75,"U","U"
588015510365339776,"03:23:10.32","+00:55:37.2",65,0.219,0.747,"S","ACW"
588015510365339776,"03:23:18.50","+00:56:23.5",61,0.37,0.546,"U","U"
588015510365339776,"03:23:19.53","+00:53:42.2",25,0.076,0.924,"S","EDGE"
588015510366126336,"03:30:18.48","+01:01:15.7",29,0.066,0.736,"U","U"
588015510366978304,"03:38:15.40","+01:00:06.4",37,0.784,0.189,"U","U"
588015510366978304,"03:38:17.24","+00:54:58.4",30,0.119,0.781,"S","EDGE"
588015510366978304,"03:38:25.19","+00:58:38.5",24,0.512,0.307,"U","U"
588015510367043840,"03:38:56.74","+00:55:04.4",32,0.098,0.869,"U","U"
588015510367436928,"03:42:02.42","+00:59:09.9",28,0.801,0.054,"E","E4"
588015510367436928,"03:42:20.52","+01:01:17.3",52,0.016,0.984,"S","EDGE"
588015510367436928,"03:42:22.49","+01:00:00.5",36,0.073,0.494,"U","U"
588015510367830144,"03:45:51.92","+00:56:55.4",50,0.869,0.051,"E","E7"
588015510367830144,"03:45:58.57","+00:55:49.4",29,0.931,0,"E","E0"
588015510367830144,"03:45:59.78","+00:58:20.9",54,0.89,0.11,"U","U"
588015510368026752,"03:47:31.31","+00:57:08.4",23,0.512,0.315,"U","U"
588015510368026880,"03:47:49.55","+01:01:38.6",22,0.574,0.379,"U","U"
588015510368026880,"03:47:58.20","+00:58:29.6",71,0.687,0.269,"U","U"
588015510368289152,"03:49:59.36","+00:56:33.1",35,0.263,0.368,"U","U"
588016840167916032,"07:52:03.75","+19:13:07.5",24,0.135,0.788,"S","EDGE"
588016840704000640,"07:45:11.52","+18:26:22.2",33,0.039,0.93,"S","CW"
588016840704393472,"07:47:59.74","+19:05:40.3",66,0.025,0.945,"S","CW"
588016840704393472,"07:48:00.44","+19:04:25.3",22,0.557,0.243,"U","U"
588016841242771712,"07:58:10.41","+21:27:20.9",66,0.771,0.108,"U","U"
588016878285291648,"07:46:57.25","+18:05:10.6",29,0.078,0.708,"U","U"
588016879359623552,"07:48:42.62","+19:35:47.0",33,0.547,0.058,"U","U"
588016879359623552,"07:48:53.28","+19:33:56.9",26,0.033,0.927,"S","CW"
588016879359623552,"07:49:01.53","+19:29:57.3",34,0.013,0.987,"S","CW"
587725074988990720,"08:48:30.05","+00:10:15.1",64,0.072,0.896,"S","CW"
587725469592256768,"08:11:39.00","+44:43:07.4",68,0.853,0.103,"E","E2"
587725469592256768,"08:12:12.07","+44:39:20.5",64,0.192,0.478,"U","U"
587725469592322304,"08:12:14.01","+44:49:58.3",37,0.074,0.894,"S","ACW"
587725469593174272,"08:18:57.76","+46:21:22.6",22,0,1,"S","ACW"
587725469594484864,"08:30:30.33","+48:38:16.8",22,0.237,0.763,"S","EDGE"
587725469594484864,"08:31:05.76","+48:38:56.1",50,0.09,0.89,"S","ACW"
587725469594550528,"08:31:31.83","+48:42:08.0",38,0.073,0.75,"U","U"
587725469595926656,"08:43:33.95","+51:08:03.2",30,0.254,0.04,"U","U"
587725469595926656,"08:43:50.29","+51:09:10.6",68,0.406,0.377,"U","U"
587725469595926656,"08:43:59.14","+51:05:25.0",60,0.967,0.017,"E","E5"
587725469595926656,"08:44:15.22","+51:07:34.6",34,0.41,0.4,"U","U"
587725469595926656,"08:44:32.27","+51:03:25.7",54,0.042,0.935,"S","ACW"
587725469595926656,"08:44:34.51","+51:06:42.8",29,0.343,0.657,"U","U"
587725470128734592,"08:07:44.11","+44:11:11.3",32,0.097,0.507,"U","U"
587725470130962688,"08:25:33.28","+48:12:25.6",25,0.797,0.159,"U","U"
587725470130962688,"08:25:44.80","+48:12:25.8",53,0.811,0.17,"E","E0"
587725470131224832,"08:27:15.78","+48:43:14.6",36,0,1,"S","CW"
587725470131224832,"08:27:40.42","+48:39:39.8",60,0.224,0.638,"U","U"
587725470668030208,"08:24:29.70","+48:56:28.5",27,0.926,0,"E","E0"
587725470668030208,"08:24:30.12","+48:52:52.1",66,0.795,0.142,"E","E4"
587725470668030208,"08:24:30.48","+48:49:55.5",30,0.8,0.067,"E","E6"
587725470668030208,"08:24:36.60","+48:46:18.6",36,0.157,0.808,"S","EDGE"
587725470668030208,"08:25:07.56","+48:46:41.3",22,0.792,0.069,"U","U"
587725470668030208,"08:25:10.81","+48:47:43.2",33,0.091,0.909,"S","EDGE"
587725470668095744,"08:25:13.74","+48:56:24.8",50,0.52,0.48,"U","U"
587725470670520576,"08:48:45.61","+53:10:32.1",31,0.39,0.386,"U","U"
587725470670520576,"08:48:54.39","+53:05:33.5",31,0.478,0.324,"U","U"
587725470670520576,"08:49:25.05","+53:05:41.3",54,0.172,0.783,"S","EDGE"
587725470670913920,"08:53:00.61","+53:46:03.5",46,0.108,0.75,"U","U"
587725471204508032,"08:19:27.72","+48:27:13.9",39,0.015,0.958,"S","CW"
587725471204901120,"08:22:33.96","+49:05:06.0",48,0.255,0.466,"U","U"
587725471204901120,"08:23:07.07","+49:02:11.2",45,0.66,0.041,"U","U"
587725550658978176,"08:07:31.22","+46:13:27.2",35,0.077,0.583,"U","U"
587725550659436800,"08:10:54.68","+47:03:58.0",31,0.13,0.87,"S","CW"
587725550660092160,"08:16:42.54","+48:17:37.8",28,0.786,0.143,"U","U"
587725550660485376,"08:19:01.22","+49:04:41.4",36,0.833,0.056,"E","E4"
587725550660485376,"08:19:08.60","+49:07:41.0",35,0.171,0.829,"S","ACW"
587725550660485376,"08:19:22.43","+49:08:23.3",20,0.795,0.155,"U","U"
587725550661665024,"08:30:18.00","+51:13:14.1",28,0.142,0.858,"S","ACW"
