id HubbleType isElliptical
298160 Sd-Irr NotElliptical
298346 Sd-Irr NotElliptical
298442 Sab-Scd NotElliptical
298446 - Elliptical
298463 Sd-Irr NotElliptical
298466 Sd-Irr NotElliptical
298482 - Elliptical
298484 - Elliptical
298494 Sd-Irr NotElliptical
298499 Sd-Irr NotElliptical
298515 - LBS
298516 Sab-Scd NotElliptical
298517 Sd-Irr NotElliptical
298549 - Elliptical
298556 Sd-Irr NotElliptical
298572 Sab-Scd NotElliptical
298573 LBS LBS
298591 S0-Sa NotElliptical
298593 LBS LBS
298595 LBS NotElliptical
298601 Sd-Irr NotElliptical
298602 Sd-Irr NotElliptical
298610 - LBS
298611 - Elliptical
298612 Sab-Scd NotElliptical
298615 Sd-Irr NotElliptical
298622 Sd-Irr NotElliptical
298625 Sd-Irr NotElliptical
298628 Sd-Irr NotElliptical
298663 E Elliptical
298665 LBS NotElliptical
298666 Sab-Scd NotElliptical
298738 Sab-Scd NotElliptical
298741 - Elliptical
298742 - Elliptical
298750 Sd-Irr NotElliptical
298761 E Elliptical
298762 - LBS
298767 Sd-Irr NotElliptical
298789 Sab-Scd NotElliptical
298790 - Elliptical
298791 - Elliptical
298809 LBS NotElliptical
298862 Sab-Scd NotElliptical
298888 Sd-Irr NotElliptical
298889 Sd-Irr NotElliptical
298908 LBS NotElliptical
298938 LBS LBS
298958 - Elliptical
298980 E Elliptical
298982 Sd-Irr NotElliptical
299000 Sd-Irr NotElliptical
299022 Sd-Irr NotElliptical
299032 Sd-Irr NotElliptical
299040 - LBS
299041 Sd-Irr NotElliptical
299058 LBS LBS
299073 Sd-Irr NotElliptical
299076 Sd-Irr NotElliptical
300350 Sd-Irr NotElliptical
300370 - Elliptical
300372 LBS LBS
300406 E Elliptical
300408 Sd-Irr NotElliptical
300411 E Elliptical
300436 - LBS
300454 Sd-Irr NotElliptical
300477 Sab-Scd NotElliptical
300554 E Elliptical
300573 Sd-Irr NotElliptical
300618 - Elliptical
300657 - Elliptical
300658 - Elliptical
300659 - Elliptical
300691 E Elliptical
300694 - Elliptical
300695 - Elliptical
300755 Sab-Scd NotElliptical
300756 - Elliptical
300757 - Elliptical
300787 E Elliptical
300821 Sab-Scd NotElliptical
300852 Sd-Irr NotElliptical
300853 Sd-Irr NotElliptical
300887 Sab-Scd NotElliptical
300889 E Elliptical
301027 Sab-Scd NotElliptical
301098 Sd-Irr NotElliptical
301172 LBS NotElliptical
301182 Sd-Irr NotElliptical
301191 S0-Sa NotElliptical
301198 Sd-Irr NotElliptical
301199 S0-Sa NotElliptical
301200 LBS NotElliptical
301201 Sab-Scd NotElliptical
301203 - Elliptical
301255 - Elliptical
301346 Sab-Scd NotElliptical
301347 Sab-Scd NotElliptical
301381 Sab-Scd NotElliptical
301398 LBS NotElliptical
301523 - Elliptical
301539 Sd-Irr NotElliptical
301555 - Elliptical
301559 - Elliptical
301560 LBS NotElliptical
301562 - Elliptical
301593 Sd-Irr NotElliptical
301595 - LBS
301596 - Elliptical
301599 - Elliptical
301601 - Elliptical
301604 LBS NotElliptical
301606 - Elliptical
301607 - Elliptical
301608 - Elliptical
301609 - Elliptical
301613 - LBS
301615 - Elliptical
301624 Sd-Irr NotElliptical
301664 Sd-Irr NotElliptical
301694 LBS NotElliptical
301713 Sd-Irr NotElliptical
301754 - Elliptical
301761 - Elliptical
301795 - Elliptical
301799 Sab-Scd NotElliptical
301800 S0-Sa NotElliptical
301842 LBS LBS
301885 Sab-Scd NotElliptical
301937 - Elliptical
301996 Sd-Irr NotElliptical
302031 - Elliptical
302155 Sd-Irr NotElliptical
302205 Sd-Irr NotElliptical
302317 Sab-Scd NotElliptical
302525 Sd-Irr NotElliptical
302526 Sd-Irr NotElliptical
302657 Sab-Scd NotElliptical
302683 Sab-Scd NotElliptical
302691 - Elliptical
302747 Sd-Irr NotElliptical
302755 LBS NotElliptical
302766 Sd-Irr NotElliptical
302778 - Elliptical
302810 Sab-Scd NotElliptical
302846 Sab-Scd NotElliptical
302848 Sab-Scd NotElliptical
302891 LBS LBS
302894 - Elliptical
302966 Sab-Scd NotElliptical
302973 LBS NotElliptical
302981 Sd-Irr NotElliptical
302994 Sab-Scd NotElliptical
302995 - Elliptical
303010 E Elliptical
303100 - Elliptical
303115 Sd-Irr NotElliptical
303123 - Elliptical
303131 Sd-Irr NotElliptical
318608 - Elliptical
318609 - Elliptical
318612 S0-Sa NotElliptical
318793 S0-Sa NotElliptical
318822 Sd-Irr NotElliptical
318833 Sd-Irr NotElliptical
318840 - Elliptical
318846 - Elliptical
318877 Sd-Irr NotElliptical
318881 - Elliptical
318902 - Elliptical
318913 - Elliptical
318936 Sab-Scd NotElliptical
318939 - Elliptical
318971 LBS NotElliptical
318993 Sd-Irr NotElliptical
319003 Sd-Irr NotElliptical
319008 Sd-Irr NotElliptical
319011 Sd-Irr NotElliptical
319020 Sd-Irr NotElliptical
319043 Sd-Irr NotElliptical
319044 Sd-Irr NotElliptical
319049 Sab-Scd NotElliptical
319057 Sab-Scd NotElliptical
319060 S0-Sa NotElliptical
319064 Sab-Scd NotElliptical
319066 Sab-Scd NotElliptical
319070 E Elliptical
319091 Sd-Irr NotElliptical
319101 Sd-Irr NotElliptical
319111 Sab-Scd NotElliptical
319115 Sd-Irr NotElliptical
319116 Sd-Irr NotElliptical
319128 S0-Sa NotElliptical
319137 E Elliptical
319139 Sd-Irr NotElliptical
319140 E Elliptical
319150 Sd-Irr LBS
319151 Sab-Scd NotElliptical
319154 Sd-Irr NotElliptical
319157 Sab-Scd NotElliptical
319168 Sd-Irr NotElliptical
319172 Sd-Irr NotElliptical
319195 - LBS
319197 S0-Sa NotElliptical
319200 Sd-Irr NotElliptical
319208 Sd-Irr NotElliptical
319215 Sd-Irr NotElliptical
319217 Sd-Irr NotElliptical
319221 Sd-Irr NotElliptical
319227 Sd-Irr NotElliptical
319231 E Elliptical
319242 LBS LBS
319243 LBS LBS
319255 Sd-Irr NotElliptical
319269 LBS LBS
319272 Sd-Irr NotElliptical
319288 LBS LBS
319290 Sd-Irr NotElliptical
319295 E Elliptical
319300 Sab-Scd NotElliptical
319312 Sd-Irr NotElliptical
319332 Sd-Irr NotElliptical
319336 Sd-Irr NotElliptical
319337 S0-Sa NotElliptical
319347 - Elliptical
319370 Sd-Irr NotElliptical
319373 E Elliptical
319378 Sd-Irr NotElliptical
319381 Sab-Scd NotElliptical
319385 S0-Sa NotElliptical
319388 Sd-Irr NotElliptical
319390 Sab-Scd NotElliptical
319392 Sd-Irr NotElliptical
319393 Sab-Scd NotElliptical
319396 Sab-Scd NotElliptical
319400 S0-Sa NotElliptical
319401 Sab-Scd NotElliptical
319402 E Elliptical
319404 E Elliptical
319411 E Elliptical
319416 LBS NotElliptical
319431 E Elliptical
319435 Sd-Irr NotElliptical
319437 Sd-Irr NotElliptical
319450 Sab-Scd NotElliptical
319452 E Elliptical
319480 - LBS
319481 Sd-Irr NotElliptical
319483 Sd-Irr NotElliptical
319494 LBS LBS
319497 Sab-Scd NotElliptical
319498 - Elliptical
319499 Sab-Scd NotElliptical
319500 Sd-Irr NotElliptical
319523 LBS NotElliptical
319526 - Elliptical
319586 - Elliptical
319633 - LBS
319651 - Elliptical
319661 - Elliptical
319762 - Elliptical
319807 Sd-Irr NotElliptical
319845 LBS NotElliptical
319853 Sab-Scd NotElliptical
319854 Sab-Scd NotElliptical
319912 Sd-Irr NotElliptical
319928 Sd-Irr NotElliptical
319935 Sab-Scd NotElliptical
319953 Sd-Irr NotElliptical
319998 - Elliptical
320058 - LBS
320064 LBS LBS
320068 Sd-Irr NotElliptical
320072 LBS NotElliptical
320148 - Elliptical
320153 - Elliptical
320154 Sd-Irr NotElliptical
320158 Sd-Irr NotElliptical
320254 Sd-Irr NotElliptical
320273 Sab-Scd NotElliptical
320277 - Elliptical
320279 LBS NotElliptical
320281 Sab-Scd NotElliptical
320285 - Elliptical
320299 Sd-Irr NotElliptical
320319 Sd-Irr NotElliptical
320355 - LBS
320373 LBS NotElliptical
320377 - LBS
320379 - Elliptical
320417 Sab-Scd NotElliptical
320418 LBS NotElliptical
320421 Sab-Scd NotElliptical
320493 Sd-Irr NotElliptical
320549 - Elliptical
320586 Sd-Irr NotElliptical
320616 Sd-Irr NotElliptical
320745 Sd-Irr NotElliptical
320752 - Elliptical
320807 - Elliptical
320829 - Elliptical
320846 - Elliptical
320849 - Elliptical
320885 - Elliptical
320889 - Elliptical
320938 - Elliptical
320940 - Elliptical
320949 Sd-Irr NotElliptical
321013 Sd-Irr NotElliptical
321022 Sd-Irr NotElliptical
321059 S0-Sa NotElliptical
321075 Sab-Scd NotElliptical
321099 E Elliptical
321102 Sd-Irr NotElliptical
321115 - LBS
321126 LBS LBS
321146 E Elliptical
321199 Sd-Irr NotElliptical
321207 Sd-Irr NotElliptical
321241 Sd-Irr NotElliptical
321301 Sab-Scd NotElliptical
321308 LBS NotElliptical
321325 Sd-Irr NotElliptical
321344 Sab-Scd NotElliptical
321452 - Elliptical
321467 - Elliptical
321494 Sd-Irr NotElliptical
322772 - Elliptical
322913 - Elliptical
322949 Sd-Irr NotElliptical
323013 Sab-Scd NotElliptical
323095 Sd-Irr NotElliptical
323102 - Elliptical
323124 Sab-Scd NotElliptical
323133 Sd-Irr NotElliptical
323161 Sd-Irr NotElliptical
323194 E LBS
323224 LBS LBS
323242 E Elliptical
323246 - Elliptical
323299 Sd-Irr NotElliptical
323323 - Elliptical
323328 Sab-Scd NotElliptical
323329 S0-Sa NotElliptical
323330 Sd-Irr NotElliptical
323505 Sab-Scd NotElliptical
323507 Sd-Irr NotElliptical
323528 Sd-Irr NotElliptical
323547 Sd-Irr NotElliptical
323566 E Elliptical
323575 Sd-Irr NotElliptical
323577 Sd-Irr NotElliptical
323593 - Elliptical
323594 - Elliptical
323597 - Elliptical
323721 Sd-Irr NotElliptical
323743 Sd-Irr NotElliptical
323805 - Elliptical
323854 S0-Sa NotElliptical
323855 Sab-Scd NotElliptical
323873 Sd-Irr NotElliptical
323874 Sd-Irr NotElliptical
323886 - Elliptical
323888 LBS LBS
323892 Sd-Irr NotElliptical
323989 Sd-Irr NotElliptical
324052 Sd-Irr NotElliptical
324123 LBS NotElliptical
324157 E Elliptical
324167 Sd-Irr NotElliptical
324175 Sd-Irr NotElliptical
324179 Sd-Irr NotElliptical
324297 - LBS
324325 - Elliptical
324351 S0-Sa NotElliptical
324393 Sd-Irr NotElliptical
324500 LBS NotElliptical
324611 Sd-Irr NotElliptical
324753 Sd-Irr NotElliptical
324762 Sd-Irr NotElliptical
324799 LBS LBS
324845 - Elliptical
324847 - Elliptical
324865 Sd-Irr NotElliptical
324992 Sd-Irr NotElliptical
325001 Sd-Irr NotElliptical
325007 S0-Sa NotElliptical
325008 Sd-Irr NotElliptical
325091 Sd-Irr NotElliptical
325261 LBS NotElliptical
325320 - Elliptical
325321 - Elliptical
325322 - Elliptical
325323 - LBS
325332 Sd-Irr NotElliptical
325337 Sd-Irr NotElliptical
325376 Sd-Irr NotElliptical
325381 - Elliptical
325390 Sd-Irr NotElliptical
325392 Sd-Irr NotElliptical
325409 Sd-Irr NotElliptical
325417 Sab-Scd NotElliptical
325467 - Elliptical
325508 LBS NotElliptical
325513 Sd-Irr NotElliptical
325533 Sab-Scd NotElliptical
325536 Sab-Scd NotElliptical
325545 Sd-Irr NotElliptical
341398 Sab-Scd NotElliptical
341431 - Elliptical
341450 LBS LBS
341470 Sd-Irr NotElliptical
341614 - LBS
341708 E Elliptical
341719 Sab-Scd NotElliptical
341734 Sd-Irr NotElliptical
341766 Sab-Scd NotElliptical
341787 Sd-Irr NotElliptical
341805 Sd-Irr NotElliptical
341809 Sab-Scd NotElliptical
341828 Sd-Irr NotElliptical
341834 Sd-Irr NotElliptical
341848 Sab-Scd NotElliptical
341895 Sab-Scd NotElliptical
341905 Sd-Irr NotElliptical
341927 S0-Sa NotElliptical
341931 E Elliptical
341932 Sab-Scd NotElliptical
341934 Sab-Scd NotElliptical
341966 S0-Sa NotElliptical
341990 Sd-Irr NotElliptical
342013 - Elliptical
342021 Sd-Irr NotElliptical
342023 S0-Sa NotElliptical
342025 S0-Sa NotElliptical
342026 E Elliptical
342029 - Elliptical
342059 Sd-Irr NotElliptical
342110 E Elliptical
342111 - Elliptical
342112 S0-Sa NotElliptical
342115 E Elliptical
342120 E Elliptical
342122 - Elliptical
342123 S0-Sa NotElliptical
342124 E Elliptical
342130 Sab-Scd NotElliptical
342147 E Elliptical
342149 Sab-Scd NotElliptical
342150 Sd-Irr NotElliptical
342152 Sd-Irr NotElliptical
342153 Sab-Scd NotElliptical
342162 - Elliptical
342166 Sd-Irr NotElliptical
342186 S0-Sa NotElliptical
342193 S0-Sa NotElliptical
342194 - Elliptical
342198 - Elliptical
342199 - Elliptical
342201 Sd-Irr NotElliptical
342202 - LBS
342206 S0-Sa NotElliptical
342228 Sab-Scd NotElliptical
342233 Sd-Irr LBS
342238 Sd-Irr NotElliptical
342268 Sab-Scd NotElliptical
342271 E Elliptical
342298 - Elliptical
342303 LBS LBS
342333 - LBS
342338 - LBS
342339 Sab-Scd NotElliptical
342353 Sd-Irr NotElliptical
342365 Sd-Irr NotElliptical
342411 Sd-Irr LBS
342456 LBS LBS
342471 Sd-Irr NotElliptical
342477 Sd-Irr NotElliptical
342485 S0-Sa NotElliptical
342496 Sab-Scd NotElliptical
342579 Sd-Irr NotElliptical
342582 Sd-Irr NotElliptical
342591 Sab-Scd NotElliptical
342619 LBS LBS
342661 LBS LBS
342686 - Elliptical
342697 - Elliptical
342699 - Elliptical
342701 - LBS
342702 - Elliptical
342706 - Elliptical
342708 - Elliptical
342710 - Elliptical
342714 - Elliptical
342736 - LBS
342750 Sd-Irr NotElliptical
342755 Sab-Scd LBS
342777 Sd-Irr NotElliptical
342781 - LBS
342789 Sab-Scd NotElliptical
342798 - LBS
342820 Sd-Irr NotElliptical
342845 Sd-Irr NotElliptical
342891 S0-Sa NotElliptical
342893 E LBS
342948 Sd-Irr NotElliptical
342989 Sd-Irr LBS
343000 - Elliptical
343001 - LBS
343005 - Elliptical
343048 Sd-Irr NotElliptical
343074 Sab-Scd NotElliptical
343077 - Elliptical
343078 - Elliptical
343083 Sab-Scd NotElliptical
343084 - Elliptical
343117 Sab-Scd NotElliptical
343121 - Elliptical
343122 - Elliptical
343173 - LBS
343203 - Elliptical
343242 Sab-Scd NotElliptical
343343 - Elliptical
343344 - Elliptical
343404 Sd-Irr NotElliptical
343534 Sab-Scd NotElliptical
343550 - Elliptical
343554 Sab-Scd NotElliptical
343567 S0-Sa NotElliptical
343574 Sd-Irr NotElliptical
343586 S0-Sa NotElliptical
343590 Sd-Irr NotElliptical
343637 - Elliptical
343639 - Elliptical
343640 - Elliptical
343649 Sd-Irr NotElliptical
343675 - LBS
343676 LBS LBS
343678 LBS LBS
343681 LBS LBS
343703 S0-Sa NotElliptical
343710 S0-Sa NotElliptical
343714 Sab-Scd NotElliptical
343722 Sd-Irr NotElliptical
343744 - Elliptical
343790 Sab-Scd NotElliptical
343938 - Elliptical
343977 - LBS
344001 - Elliptical
344005 Sab-Scd NotElliptical
344019 Sd-Irr NotElliptical
344047 Sd-Irr NotElliptical
345391 Sab-Scd NotElliptical
345523 - Elliptical
345605 - Elliptical
345646 Sd-Irr NotElliptical
345647 - Elliptical
345648 - Elliptical
345656 Sd-Irr NotElliptical
345682 Sd-Irr NotElliptical
345711 - Elliptical
345735 - Elliptical
345755 - Elliptical
345758 - Elliptical
345765 - Elliptical
345766 - Elliptical
345767 - Elliptical
345770 - Elliptical
345779 - Elliptical
345814 - Elliptical
345820 S0-Sa NotElliptical
345839 Sd-Irr NotElliptical
345845 - Elliptical
345848 - Elliptical
345852 - Elliptical
345856 Sd-Irr NotElliptical
345883 Sd-Irr NotElliptical
345927 - Elliptical
345941 Sd-Irr NotElliptical
346006 - Elliptical
346010 - Elliptical
346075 Sd-Irr NotElliptical
346143 Sd-Irr NotElliptical
346208 Sd-Irr NotElliptical
346213 - Elliptical
346257 Sd-Irr NotElliptical
346317 E Elliptical
346382 Sd-Irr NotElliptical
346440 LBS LBS
346475 Sab-Scd NotElliptical
346623 - Elliptical
346680 Sd-Irr NotElliptical
346697 Sd-Irr NotElliptical
346718 Sd-Irr NotElliptical
346749 LBS NotElliptical
346751 Sd-Irr NotElliptical
346752 Sab-Scd NotElliptical
346793 Sab-Scd NotElliptical
346798 Sd-Irr NotElliptical
346837 E Elliptical
346839 S0-Sa NotElliptical
346842 Sd-Irr NotElliptical
346861 Sd-Irr NotElliptical
346865 Sd-Irr NotElliptical
346867 Sd-Irr NotElliptical
346886 Sd-Irr NotElliptical
346887 E Elliptical
346888 E Elliptical
346892 S0-Sa NotElliptical
346922 Sd-Irr NotElliptical
347030 Sd-Irr NotElliptical
347091 Sd-Irr NotElliptical
347263 Sab-Scd NotElliptical
347305 LBS NotElliptical
347306 Sab-Scd NotElliptical
347395 - Elliptical
347396 - Elliptical
347398 - Elliptical
347403 E Elliptical
347449 Sd-Irr NotElliptical
347470 S0-Sa NotElliptical
347471 E Elliptical
347498 Sd-Irr NotElliptical
347522 Sab-Scd NotElliptical
347542 Sd-Irr NotElliptical
347570 Sab-Scd NotElliptical
347571 Sab-Scd NotElliptical
347572 Sd-Irr NotElliptical
347708 Sab-Scd NotElliptical
347786 Sd-Irr NotElliptical
347852 - Elliptical
347855 Sab-Scd NotElliptical
347872 Sd-Irr NotElliptical
347876 Sd-Irr NotElliptical
347904 - Elliptical
347964 E Elliptical
348009 E Elliptical
348010 - Elliptical
348115 - Elliptical
348116 S0-Sa NotElliptical
348147 - LBS
348149 Sd-Irr NotElliptical
348158 Sd-Irr NotElliptical
348168 Sd-Irr NotElliptical
348184 S0-Sa NotElliptical
348219 - Elliptical
348238 - Elliptical
348274 - Elliptical
348278 - Elliptical
361650 - Elliptical
361693 - Elliptical
361719 E Elliptical
361745 Sd-Irr NotElliptical
361754 - LBS
361794 Sd-Irr NotElliptical
361812 Sd-Irr NotElliptical
361837 Sab-Scd NotElliptical
361843 - Elliptical
361918 - Elliptical
361919 - Elliptical
361920 - Elliptical
361937 Sd-Irr NotElliptical
361960 LBS NotElliptical
361984 Sd-Irr NotElliptical
362024 Sd-Irr NotElliptical
362053 Sab-Scd NotElliptical
362077 Sd-Irr NotElliptical
362081 LBS LBS
362097 S0-Sa NotElliptical
362134 Sd-Irr NotElliptical
362140 LBS LBS
362155 LBS LBS
362170 Sd-Irr NotElliptical
362172 Sd-Irr NotElliptical
362183 Sd-Irr NotElliptical
362190 - Elliptical
362195 - Elliptical
362215 Sd-Irr NotElliptical
362240 Sd-Irr NotElliptical
362275 Sd-Irr NotElliptical
362282 Sab-Scd NotElliptical
362311 - Elliptical
362327 Sd-Irr NotElliptical
362328 Sd-Irr NotElliptical
362340 E Elliptical
362355 Sd-Irr NotElliptical
362356 Sd-Irr NotElliptical
362368 Sd-Irr NotElliptical
362369 Sd-Irr NotElliptical
362438 Sd-Irr LBS
362462 - Elliptical
362482 - LBS
362496 - Elliptical
362521 - Elliptical
362539 LBS NotElliptical
362556 LBS LBS
362562 LBS LBS
362571 Sd-Irr NotElliptical
362572 Sd-Irr NotElliptical
362604 - LBS
362605 - Elliptical
362606 - Elliptical
362615 Sab-Scd NotElliptical
362617 Sd-Irr NotElliptical
362632 Sab-Scd NotElliptical
362634 E Elliptical
362637 E Elliptical
362639 E Elliptical
362641 E LBS
362643 Sab-Scd NotElliptical
362650 E Elliptical
362673 Sd-Irr NotElliptical
362677 Sab-Scd NotElliptical
362685 S0-Sa NotElliptical
362686 Sab-Scd NotElliptical
362688 E Elliptical
362695 E Elliptical
362696 E Elliptical
362697 E Elliptical
362705 LBS LBS
362706 E Elliptical
362707 E Elliptical
362708 Sab-Scd NotElliptical
362709 E Elliptical
362713 E Elliptical
362715 E Elliptical
362716 E Elliptical
362731 Sd-Irr NotElliptical
362744 S0-Sa NotElliptical
362745 Sd-Irr NotElliptical
362746 Sab-Scd NotElliptical
362747 S0-Sa NotElliptical
362748 E Elliptical
362765 LBS LBS
362766 Sd-Irr NotElliptical
362800 Sab-Scd NotElliptical
362811 Sab-Scd NotElliptical
362838 LBS LBS
362865 - Elliptical
362889 - Elliptical
362891 - Elliptical
362893 - LBS
362897 - LBS
362909 Sd-Irr NotElliptical
362912 - Elliptical
362963 - Elliptical
363065 Sd-Irr NotElliptical
363066 Sd-Irr LBS
363124 Sd-Irr NotElliptical
363140 S0-Sa NotElliptical
363142 Sab-Scd NotElliptical
363150 S0-Sa NotElliptical
363184 S0-Sa NotElliptical
363197 - Elliptical
363219 Sd-Irr NotElliptical
363228 Sd-Irr NotElliptical
363253 Sd-Irr NotElliptical
363261 Sd-Irr NotElliptical
363267 Sd-Irr NotElliptical
363288 E Elliptical
363292 E Elliptical
363309 Sd-Irr NotElliptical
363314 Sd-Irr NotElliptical
363319 - Elliptical
363344 - LBS
363345 - Elliptical
363360 Sd-Irr NotElliptical
363363 Sd-Irr NotElliptical
363396 Sd-Irr NotElliptical
363412 LBS LBS
363434 - Elliptical
363527 Sab-Scd NotElliptical
363529 Sab-Scd NotElliptical
363556 E Elliptical
363599 Sd-Irr LBS
363607 Sd-Irr NotElliptical
363686 LBS LBS
363741 - Elliptical
363756 LBS LBS
363770 LBS LBS
363774 S0-Sa NotElliptical
363819 - LBS
363850 Sd-Irr NotElliptical
363863 - LBS
363882 - Elliptical
363946 - Elliptical
363948 - Elliptical
364004 Sd-Irr NotElliptical
364015 Sd-Irr NotElliptical
364035 Sd-Irr NotElliptical
364038 LBS LBS
364050 Sd-Irr NotElliptical
364065 Sd-Irr NotElliptical
364082 Sab-Scd NotElliptical
364086 - LBS
364087 - Elliptical
364104 - Elliptical
364129 - Elliptical
364178 - LBS
365248 S0-Sa NotElliptical
365316 LBS LBS
365320 LBS LBS
365335 Sab-Scd NotElliptical
365391 - Elliptical
365396 - Elliptical
366933 Sd-Irr NotElliptical
366937 Sab-Scd NotElliptical
366947 Sab-Scd NotElliptical
366948 Sd-Irr NotElliptical
366950 Sd-Irr NotElliptical
367006 LBS LBS
367055 Sab-Scd NotElliptical
367079 Sab-Scd NotElliptical
367080 - Elliptical
367082 Sab-Scd NotElliptical
367095 - LBS
367120 Sab-Scd NotElliptical
367148 Sab-Scd NotElliptical
367155 - LBS
367162 - Elliptical
367175 Sd-Irr NotElliptical
367196 - Elliptical
367223 E LBS
367230 Sd-Irr NotElliptical
367272 - LBS
367307 Sab-Scd NotElliptical
367316 Sd-Irr NotElliptical
367320 Sd-Irr NotElliptical
367329 LBS LBS
367340 - Elliptical
367367 S0-Sa NotElliptical
367412 Sab-Scd NotElliptical
367436 Sd-Irr NotElliptical
367519 Sd-Irr NotElliptical
367540 Sd-Irr NotElliptical
367566 Sd-Irr NotElliptical
367605 Sd-Irr NotElliptical
367622 Sab-Scd NotElliptical
367633 E Elliptical
367635 LBS LBS
369131 - LBS
369144 Sab-Scd NotElliptical
369159 Sd-Irr NotElliptical
369161 Sab-Scd NotElliptical
369167 Sd-Irr NotElliptical
369190 Sab-Scd NotElliptical
369211 LBS NotElliptical
370910 LBS LBS
370941 - Elliptical
370986 Sd-Irr NotElliptical
370987 - Elliptical
370989 Sab-Scd NotElliptical
371027 Sd-Irr NotElliptical
371087 Sd-Irr NotElliptical
371094 - Elliptical
371117 - Elliptical
371119 Sab-Scd NotElliptical
371121 - Elliptical
371123 Sd-Irr NotElliptical
371144 - Elliptical
371170 S0-Sa NotElliptical
371171 E Elliptical
371172 - Elliptical
371175 - Elliptical
371180 - Elliptical
371186 - Elliptical
371207 - Elliptical
371208 - Elliptical
371211 - Elliptical
371217 - Elliptical
371218 - Elliptical
371220 - Elliptical
371255 LBS NotElliptical
371257 - Elliptical
371261 Sd-Irr NotElliptical
371264 - Elliptical
371294 LBS LBS
371295 - Elliptical
371481 Sd-Irr NotElliptical
371482 Sd-Irr NotElliptical
371503 - Elliptical
371536 Sd-Irr NotElliptical
371600 Sab-Scd NotElliptical
371675 Sab-Scd NotElliptical
371714 Sab-Scd NotElliptical
371750 Sd-Irr NotElliptical
371789 S0-Sa NotElliptical
371882 E Elliptical
371883 Sd-Irr NotElliptical
371923 Sab-Scd NotElliptical
371932 Sd-Irr NotElliptical
371959 Sd-Irr NotElliptical
371993 Sd-Irr NotElliptical
372014 LBS NotElliptical
372074 Sd-Irr NotElliptical
372075 - Elliptical
372076 - Elliptical
372121 - Elliptical
372123 - Elliptical
372127 - Elliptical
372129 Sd-Irr NotElliptical
372132 - Elliptical
372133 - Elliptical
372136 - Elliptical
372140 - Elliptical
372142 - Elliptical
372176 - Elliptical
372192 - Elliptical
372193 - Elliptical
372228 - LBS
372294 Sd-Irr NotElliptical
372320 Sab-Scd NotElliptical
372322 - Elliptical
372374 Sab-Scd NotElliptical
372385 E Elliptical
372387 Sd-Irr NotElliptical
372408 S0-Sa NotElliptical
372446 E Elliptical
372447 E Elliptical
372524 Sd-Irr NotElliptical
372539 Sd-Irr NotElliptical
372541 Sd-Irr NotElliptical
372567 E Elliptical
372568 Sab-Scd NotElliptical
372569 E Elliptical
372571 Sd-Irr NotElliptical
372574 E Elliptical
372599 Sab-Scd NotElliptical
372600 E Elliptical
372653 Sd-Irr NotElliptical
372795 - Elliptical
372828 - Elliptical
372926 Sd-Irr NotElliptical
373050 Sd-Irr NotElliptical
373122 - Elliptical
373151 Sd-Irr NotElliptical
373156 - Elliptical
373159 - Elliptical
373160 - Elliptical
373161 - Elliptical
373163 - Elliptical
373165 - Elliptical
373167 - Elliptical
373168 - Elliptical
373171 - Elliptical
373173 - Elliptical
373202 Sab-Scd NotElliptical
373233 - Elliptical
373235 - Elliptical
373237 E Elliptical
373248 LBS NotElliptical
373252 Sd-Irr NotElliptical
373284 S0-Sa NotElliptical
373314 Sd-Irr NotElliptical
375392 S0-Sa NotElliptical
375402 Sd-Irr NotElliptical
375530 S0-Sa NotElliptical
375531 Sab-Scd NotElliptical
375534 Sd-Irr NotElliptical
375560 E Elliptical
375561 E Elliptical
375598 E Elliptical
375599 E Elliptical
375610 Sab-Scd NotElliptical
375615 - Elliptical
375673 Sd-Irr NotElliptical
375694 Sd-Irr NotElliptical
375730 - Elliptical
375787 - Elliptical
375790 - Elliptical
375791 - Elliptical
375792 - Elliptical
375813 E LBS
375817 - Elliptical
375818 Sd-Irr NotElliptical
375819 Sd-Irr NotElliptical
375904 Sd-Irr NotElliptical
375909 Sd-Irr NotElliptical
375934 Sd-Irr NotElliptical
375993 Sd-Irr NotElliptical
376001 E Elliptical
376015 Sd-Irr NotElliptical
376033 E Elliptical
376064 S0-Sa NotElliptical
376066 - Elliptical
376097 - Elliptical
376111 - Elliptical
376115 - Elliptical
376121 S0-Sa NotElliptical
376124 E Elliptical
376136 Sd-Irr NotElliptical
376162 Sd-Irr NotElliptical
376163 LBS LBS
376165 Sd-Irr NotElliptical
376178 Sd-Irr NotElliptical
376184 LBS LBS
376185 Sd-Irr NotElliptical
376295 Sd-Irr NotElliptical
376339 - LBS
376340 Sab-Scd NotElliptical
376379 Sd-Irr NotElliptical
376404 Sd-Irr NotElliptical
376518 Sd-Irr NotElliptical
376546 Sd-Irr NotElliptical
376585 S0-Sa NotElliptical
376586 - Elliptical
376587 S0-Sa NotElliptical
376590 - Elliptical
376598 - Elliptical
376633 - Elliptical
376644 Sab-Scd NotElliptical
376701 Sab-Scd NotElliptical
376703 E Elliptical
376705 E Elliptical
376712 Sab-Scd NotElliptical
376718 S0-Sa NotElliptical
376802 S0-Sa NotElliptical
376841 E Elliptical
376865 LBS NotElliptical
376990 S0-Sa NotElliptical
377349 Sab-Scd NotElliptical
377384 Sab-Scd NotElliptical
377410 E Elliptical
377463 - Elliptical
